title,content,url,label
"""If You Ask A Pakistani..."": Army Chief Explains Pak Narrative During Op Sindoor","""If You Ask A Pakistani..."": Army Chief Explains Pak Narrative During Op Sindoor Victory is in the mind, Army chief General Upendra Dwivedi underlined, while explaining Pakistan's narrative management system during Operation Sindoor, which managed to convince its citizens that they had won in the recent conflict.",https://www.ndtv.com/india-news/op-sindoor-army-chief-gen-upendra-dwivedi-explains-pakistan-narrative-management-9054935#publisher=newsstand,0
"Fire Breaks Out During Aarti At Varanasi Temple, 7 Injured Including Chief Priest","Fire Breaks Out During Aarti At Varanasi Temple, 7 Injured Including Chief Priest The 'aarti' was held to mark the occasion of Shravan Purnima on Saturday.",https://www.ndtv.com/india-news/fire-breaks-out-during-aarti-at-varanasis-atma-veereshwar-temple-7-injured-including-chief-priest-9055436#publisher=newsstand,0
"ICMAI CMA June 2025 Intermediate, Final Result To Be Released Tomorrow, Here's How To Check","ICMAI CMA June 2025 Intermediate, Final Result To Be Released Tomorrow, Here's How To Check ICMAI CMA June 2025 Result: Download the result on the official website of the institute, icmai.in.",https://www.ndtv.com/education/icmai-cma-june-2025-result-to-be-out-tomorrow-heres-how-to-check-9055367#publisher=newsstand,0
"BJP Shreds Rahul Gandhi After Air Force Chief's ""Full Freedom"" Remark","BJP Shreds Rahul Gandhi After Air Force Chief's ""Full Freedom"" Remark Rahul Gandhi had alleged that the Centre tied the Air Force's hands during Operation Sindoor",https://www.ndtv.com/india-news/air-chief-marshal-amar-preet-singh-rahul-gandhi-bjp-shreds-rahul-gandhi-after-air-force-chief-rejects-hands-tied-charge-9055347#publisher=newsstand,0
What Poll Body Told Supreme Court On 'Exclusion Of Voters From List' Claim,"What Poll Body Told Supreme Court On 'Exclusion Of Voters From List' Claim Out of 7.89 crore voters, over 7.24 crore submitted their enumeration forms, the poll body said.",https://www.ndtv.com/india-news/what-election-commission-told-supreme-court-on-exclusion-of-voters-from-list-claim-9055197#publisher=newsstand,0
"IndiGo Fined Rs 1.5 Lakh For Providing ""Unhygienic, Dirty"" Seat To Passenger","IndiGo Fined Rs 1.5 Lakh For Providing ""Unhygienic, Dirty"" Seat To Passenger A Delhi consumer forum has held Indigo Airlines guilty of deficiency of service",https://www.ndtv.com/india-news/indigo-airlines-fined-rs-1-5-lakh-for-providing-unhygienic-stained-seat-to-passenger-9055200#publisher=newsstand,0
"On Camera, Stray Dog Attacks Boy, Father Outside Tamil Nadu Home","On Camera, Stray Dog Attacks Boy, Father Outside Tamil Nadu Home The dog first attacked the boy and then his father",https://www.ndtv.com/india-news/on-camera-stray-dog-attacks-boy-father-in-tamil-nadus-madurai-9055213#publisher=newsstand,0
BJP Expels Rajasthan Spokesperson For Criticising Party's 'Treatment' Of Jagdeep Dhankhar,BJP Expels Rajasthan Spokesperson For Criticising Party's 'Treatment' Of Jagdeep Dhankhar BJP Rajasthan Spokesperson Krishna Kumar Janu,https://www.ndtv.com/india-news/bjp-expels-rajasthan-spokesperson-krishna-kumar-janu-for-criticising-partys-treatment-of-former-governor-satya-pal-malik-ex-vice-president-jagdeep-dha-9055052#publisher=newsstand,0
PM Modi to inaugurate newly-constructed flats for MPs in New Delhi,PM Modi to inaugurate newly-constructed flats for MPs in New Delhi The development of the project was necessitated due to shortage of adequate housing for Members of Parliament,https://www.thehindu.com/news/national/pm-modi-to-inaugurate-newly-constructed-flats-for-mps-in-new-delhi/article69916060.ece,0
Police book woman student's ex-boyfriend for her death,"Police book woman student's ex-boyfriend for her death Pramod Behera was booked after the victim's father lodged a written complaint at the police station on Saturday (August 9, 2025), naming him as the prime accused",https://www.thehindu.com/news/national/odisha/police-book-woman-students-ex-boyfriend-for-her-death/article69916009.ece,0
"‘Drone thieves’ trigger panic, night patrols across villages in western Uttar Pradesh","‘Drone thieves’ trigger panic, night patrols across villages in western Uttar Pradesh According to police, the roots of this hysteria lie in Amroha, where bizarre rumours began circulating in early June about an underwear-clad, oil-smeared gang of thieves using drones to survey homes before burglaries",https://www.thehindu.com/news/national/uttar-pradesh/drone-thieves-trigger-panic-night-patrols-across-villages-in-western-uttar-pradesh/article69916003.ece,0
Tejashwi Yadav claims Bihar Deputy CM Vijay Kumar Sinha has two EPIC numbers,"Tejashwi Yadav claims Bihar Deputy CM Vijay Kumar Sinha has two EPIC numbers Tejashwi Yadav further asked the ECI and the district administrations of Patna and Lakhisarai, what kind of action would be taken against him, highlighting the ECI’s swiftness in issuing him a notice.",https://www.thehindu.com/elections/bihar-assembly/tejashwi-yadav-claims-bihar-deputy-cm-vijay-kumar-sinha-has-two-epic-numbers/article69915970.ece,0
Farmers in Maharashtra to hoist tricolour in fields on Independence Day to protest Shaktipeeth Expressway,Farmers in Maharashtra to hoist tricolour in fields on Independence Day to protest Shaktipeeth Expressway Congress MLC Satej Patil said the protest move symbolises farmers’ demand for “freedom” from the project,https://www.thehindu.com/news/national/maharashtra/farmers-to-hoist-tricolour-in-fields-on-independence-day-to-protest-shaktipeeth-expressway/article69915996.ece,0
Private bus goes up in flames on NH 966 near Calicut International Airport,"Private bus goes up in flames on NH 966 near Calicut International Airport The incident took place around 9 a.m. between Kolathur and Thurakkal and according to the bus driver, a short circuit likely caused the fire",https://www.thehindu.com/news/national/kerala/private-bus-goes-up-in-flames-on-nh-966-near-calicut-international-airport/article69915954.ece,0
"Unhygienic, dirty, stained seat to passenger: Delhi consumer forum tells Indigo Airlines to pay ₹1.5 lakh compensation","Unhygienic, dirty, stained seat to passenger: Delhi consumer forum tells Indigo Airlines to pay ₹1.5 lakh compensation The New Delhi District Consumer Disputes Redressal Commission was hearing a complaint filed by Pinki, alleging that she was provided an “unhygienic, dirty and stained” seat while she was travelling from Baku to New Delhi on January 2 this year",https://www.thehindu.com/business/Industry/unhygienic-dirty-stained-seat-to-passenger-delhi-consumer-forum-tells-indigo-airlines-to-pay-15-lakh-compensation/article69915953.ece,0
Heard of Laapataa Ladies not of laapataa V-P: Sibal on Dhankhar's no-show since resignation,Heard of Laapataa Ladies not of laapataa V-P: Sibal on Dhankhar's no-show since resignation Sibal urged Union Home Minister Amit Shah to make a statement on the whereabouts of Dhankhar to assuage his concerns about his health and well-being,https://www.thehindu.com/news/national/heard-of-laapataa-ladies-not-of-laapataa-v-p-sibal-on-dhankhars-no-show-since-resignation/article69915933.ece,0
Congress launches campaign urging people to ‘register’ against ‘vote chori’,"Congress launches campaign urging people to ‘register’ against ‘vote chori’ Anyone can click on the portal link and download ""vote chori proof, demand EC accountability and report vote chori""",https://www.thehindu.com/news/national/congress-launches-campaign-urging-people-to-register-against-vote-chori/article69915930.ece,0
Bailey bridge construction nears completion to restore connectivity in flood-hit Uttarkashi: Officials,"Bailey bridge construction nears completion to restore connectivity in flood-hit Uttarkashi: Officials The search for the missing in the flood-ravaged Dharali also continued, with the help of SDRF sniffer dogs and equipment such as victim locating and thermal imaging cameras.",https://www.thehindu.com/news/national/uttarakhand/bailey-bridge-construction-nears-completion-to-restore-connectivity-in-flood-hit-uttarkashi-officials/article69915910.ece,0
Go to court or ECI if you have proof: Shinde on Rahul Gandhi's 'vote theft' allegations,Go to court or ECI if you have proof: Shinde on Rahul Gandhi's 'vote theft' allegations Rahul Gandhi had alleged that the Maharashtra assembly poll results (last year) confirmed the Congress’s suspicion that the election was ‘stolen’,https://www.thehindu.com/news/national/go-to-court-or-eci-if-you-have-proof-shinde-on-rahul-gandhis-vote-theft-allegations/article69915903.ece,0
Law does not require sharing details of persons not included in draft electoral roll: ECI tells Supreme Court,Law does not require sharing details of persons not included in draft electoral roll: ECI tells Supreme Court No such list can be sought as a matter of right; Political parties were supplied with an updated list of names of electors not included in the draft roll to reach out to these individuals and ensure no eligible elector is left out: ECI,https://www.thehindu.com/news/national/law-does-not-require-sharing-details-of-persons-not-included-in-draft-electoral-roll-eci-tells-supreme-court/article69915889.ece,0
"Modi in Bengaluru: After four-year wait, Yellow Line metro inaugurated by PM | LIVE","Modi in Bengaluru: After four-year wait, Yellow Line metro inaugurated by PM | LIVE Mr. Modi also flagged off three Vande Bharat Express trains in Bengaluru, including the KSR Bengaluru–Belagavi service, the Shri Mata Vaishno Devi Katra–Amritsar service, and the Nagpur (Ajni)–Pune service.",https://www.thehindu.com/news/national/pm-modi-in-bengaluru-namma-metro-yellow-line-vande-bharat-train-inauguration-august-10-2025/article69915839.ece,0
In frames | Sweet sorrow,"In frames | Sweet sorrow Palmyra climbers in Thoothukudi in Tamil Nadu toil hard to collect pathaneer , the syrupy raw material for palm jaggery, but their numbers are dwindling day by day",https://www.thehindu.com/news/national/tamil-nadu/in-frames-sweet-sorrow/article69915856.ece,0
No honour in murder,No honour in murder ,https://www.thehindu.com/newsletter/gender-agenda/gender-agenda-newsletter-no-honour-in-murder/article69915825.ece,0
"Encounter breaks out between security forces, terrorists in J&K's Kishtwar","Encounter breaks out between security forces, terrorists in J&K's Kishtwar The security forces had launched a search operation in Dool area of the hilly district following specific information about the presence of terrorists, officials said",https://www.thehindu.com/news/national/jammu-kashmir-kishtwar-encounter-august-10-2025/article69915804.ece,0
Vizhinjam seaport Phase Two expansion likely next month,Vizhinjam seaport Phase Two expansion likely next month ,https://www.thehindu.com/business/vizhinjam-seaport-phase-two-expansion-likely-next-month/article69915798.ece,0
Applications invited for vacant seats for free education in private schools in Andhra Pradesh,"Applications invited for vacant seats for free education in private schools in Andhra Pradesh Online applications can be submitted from August 12 to 20, while verification of eligibility will be done on August 21; Lottery results will be declared on August 25",https://www.thehindu.com/news/national/andhra-pradesh/applications-invited-for-vacant-seats-for-free-education-in-private-schools-in-andhra-pradesh/article69914231.ece,0
The warped weft: a handloom story,"The warped weft: a handloom story While a handloom woven sari can fetch 10 times the rate of a mass, machine produced one, the hard truth is that the number of handloom weavers is declining; their wages remain low, and several traditional skills in the handweaving process have almost been lost. M. Soundariya Preetha dives deep to find out more",https://www.thehindu.com/news/national/tamil-nadu/the-warped-weft-a-handloom-story/article69913659.ece,0
Coimbatore Corporation awaits ₹23 crore State Government funds for streetlight installation and replacement,"Coimbatore Corporation awaits ₹23 crore State Government funds for streetlight installation and replacement A Corporation official stated, “We are awaiting the allocation of funds from the State government. Once the funding is approved, we will commence the installation work without delay.”",https://www.thehindu.com/news/cities/Coimbatore/coimbatore-corporation-awaits-23-crore-state-government-funds-for-streetlight-installation-and-replacement/article69913697.ece,0
What happens to ‘missing names’ on Bihar SIR list? | Explained,What happens to ‘missing names’ on Bihar SIR list? | Explained What is the next phase in the special intensive revision of electoral rolls? When will the final list be released?,https://www.thehindu.com/elections/bihar-assembly/what-happens-to-missing-names-on-bihar-sir-list-explained/article69914454.ece,0
Will India cave in to U.S. pressure on Russian oil? | Explained,Will India cave in to U.S. pressure on Russian oil? | Explained Why has President Donald Trump announced penalty tariffs on India? When does it come into effect? Is a rapprochement possible before the deadline? How much oil does India import from Russia? Has India begun reducing oil buys from Russia and importing more from other countries?,https://www.thehindu.com/news/national/will-india-cave-in-to-us-pressure-on-russian-oil-explained/article69914413.ece,0
17 injured as slab of under-construction temple gate collapses in Nagpur,17 injured as slab of under-construction temple gate collapses in Nagpur The incident took place at 8 p.m and the cause of the collapse is yet to be ascertained,https://www.thehindu.com/news/national/nagpur-maharashtra-koradi-devi-temple-gate-collapse-injured-fatalities-rescue-operations/article69914741.ece,0
Police official deployed in Ashok Gehlot’s security arrested in paper leak case,Police official deployed in Ashok Gehlot’s security arrested in paper leak case Mr. Yadav allegedly obtained the paper illegally through a source and provided it to his son Bharat Yadav.,https://www.thehindu.com/news/national/police-official-deployed-in-ashok-gehlots-security-arrested-in-paper-leak-case/article69914490.ece,0
Rajasthan BJP spokesperson expelled over controversial remarks,Rajasthan BJP spokesperson expelled over controversial remarks BJP expels Krishan Kumar Janu for six years after he questions the party’s stand on ex-J&amp;K Governor Satya Pal Malik and former Vice-President Jagdeep Dhankhar,https://www.thehindu.com/news/national/other-states/rajasthan-bjp-spokesperson-expelled-over-controversial-remarks/article69913930.ece,0
"First freight train chugs into Kashmir Valley, raises hopes of fruit traders","First freight train chugs into Kashmir Valley, raises hopes of fruit traders Prime Minister Narendra Modi described the feat as a “great day for commerce and connectivity in J&amp;K”. “It will enhance both progress and prosperity,” he posted on X.",https://www.thehindu.com/news/national/jammu-and-kashmir/first-freight-train-chugs-into-kashmir-valley-raises-hopes-of-fruit-traders/article69914324.ece,0
"Earlier scheme defunct, Chhattisgarh to launch new cattle protection plan","Earlier scheme defunct, Chhattisgarh to launch new cattle protection plan ",https://www.thehindu.com/news/national/chhattisgarh/earlier-scheme-defunct-chhattisgarh-to-launch-new-cattle-protection-plan/article69914354.ece,0
Telangana to instal solar plants in all govt. offices,Telangana to instal solar plants in all govt. offices Mr. Vikramarka asked the authorities to send plans of all Integrated Collectorate complexes to the Telangana Renewable Energy Development Corporation Ltd,https://www.thehindu.com/news/national/telangana/telangana-to-instal-solar-plants-in-all-govt-offices/article69914508.ece,0
Book ban: DYFI organises protest in Thiruvananthapuram,Book ban: DYFI organises protest in Thiruvananthapuram ,https://www.thehindu.com/news/national/kerala/book-ban-dyfi-organises-protest-in-thiruvananthapuram/article69914443.ece,0
"Ayurveda, Siddha camp held","Ayurveda, Siddha camp held ",https://www.thehindu.com/news/national/kerala/ayurveda-siddha-camp-held/article69914482.ece,0
"Commitment to truth, authenticity vital as fighting fake news becomes a daily battle: Nirmala Lakshman","Commitment to truth, authenticity vital as fighting fake news becomes a daily battle: Nirmala Lakshman ",https://www.thehindu.com/news/national/tamil-nadu/commitment-to-truth-authenticity-vital-as-fighting-fake-news-becomes-a-daily-battle-nirmala-lakshman/article69914059.ece,0
MMK welcomes move to continue two-language policy,MMK welcomes move to continue two-language policy ,https://www.thehindu.com/news/national/tamil-nadu/mmk-welcomes-move-to-continue-two-language-policy/article69914169.ece,0
DMK’s Art and Literature Wing gets new president,DMK’s Art and Literature Wing gets new president ,https://www.thehindu.com/news/national/tamil-nadu/dmks-art-and-literature-wing-gets-new-president/article69913368.ece,0
PMK holds general body meet without Ramadoss; Anbumani to continue as president for one year,"PMK holds general body meet without Ramadoss; Anbumani to continue as president for one year For the first time, the general body meeting was held without PMK founder S. Ramadoss, amid the ongoing stand-off with his son Dr. Anbumani",https://www.thehindu.com/news/national/tamil-nadu/pmk-holds-general-body-meet-without-ramadoss-anbumani-to-continue-as-president-for-one-year/article69913681.ece,0
Need SIT probe in Kavin Selvaganesh murder case: VCK,Need SIT probe in Kavin Selvaganesh murder case: VCK ,https://www.thehindu.com/news/national/tamil-nadu/need-sit-probe-in-kavin-selvaganesh-murder-case-vck/article69913491.ece,0
Seethakka and Surekha tie rakhi to Chief Minister,Seethakka and Surekha tie rakhi to Chief Minister ,https://www.thehindu.com/news/national/telangana/seethakka-and-surekha-tie-rakhi-to-chief-minister/article69914471.ece,0
"NTPC plans ₹80,000 crore renewable energy investment in Telangana","NTPC plans ₹80,000 crore renewable energy investment in Telangana ",https://www.thehindu.com/news/national/telangana/ntpc-plans-80000-crore-renewable-energy-investment-in-telangana/article69914445.ece,0
Implement 42% BC quota in local body polls: Krishnaiah,Implement 42% BC quota in local body polls: Krishnaiah ,https://www.thehindu.com/news/national/telangana/implement-42-bc-quota-in-local-body-polls-krishnaiah/article69914338.ece,0
BRS leader hits out at Bandi Sanjay,BRS leader hits out at Bandi Sanjay ,https://www.thehindu.com/news/national/telangana/brs-leader-hits-out-at-bandi-sanjay/article69914236.ece,0
₹45 crore sanctioned for development of 286 government schools in Alluri Sitarama Raju district,₹45 crore sanctioned for development of 286 government schools in Alluri Sitarama Raju district ,https://www.thehindu.com/news/national/andhra-pradesh/45-crore-sanctioned-for-development-of-286-government-schools-in-alluri-sitarama-raju-district/article69914223.ece,0
Flower vendor killed in Shamshabad road accident,Flower vendor killed in Shamshabad road accident ,https://www.thehindu.com/news/cities/Hyderabad/flower-vendor-killed-in-shamshabad-road-accident/article69914166.ece,0
Minister inaugurates ₹26-crore bridge at Navalpur in Ranipet,Minister inaugurates ₹26-crore bridge at Navalpur in Ranipet ,https://www.thehindu.com/news/national/tamil-nadu/minister-inaugurates-26-crore-bridge-at-navalpur-in-ranipet/article69913595.ece,0
Arunachal Pradesh Patients’ Guest House inaugurated in Vellore,Arunachal Pradesh Patients’ Guest House inaugurated in Vellore ,https://www.thehindu.com/news/national/tamil-nadu/arunachal-pradesh-patients-guest-house-inaugurated-in-vellore/article69913574.ece,0
SP flags off marathon against drugs in Vellore,SP flags off marathon against drugs in Vellore ,https://www.thehindu.com/news/cities/puducherry/sp-flags-off-marathon-against-drugs-in-vellore/article69913581.ece,0
"VIT, Sri Narayani Hospital sign agreement on healthcare","VIT, Sri Narayani Hospital sign agreement on healthcare ",https://www.thehindu.com/news/national/tamil-nadu/vit-sri-narayani-hospital-sign-agreement-on-healthcare/article69913579.ece,0
Pilgrims welcome trolley for toddlers on Girivalam path in Tiruvannamalai,Pilgrims welcome trolley for toddlers on Girivalam path in Tiruvannamalai ,https://www.thehindu.com/news/national/tamil-nadu/pilgrims-welcome-trolley-for-toddlers-on-girivalam-path-in-tiruvannamalai/article69913589.ece,0
CAR constable braves flooded streets to save woman caught in Banjara Hills rains,CAR constable braves flooded streets to save woman caught in Banjara Hills rains ,https://www.thehindu.com/news/national/telangana/car-constable-braves-flooded-streets-to-save-woman-caught-in-banjara-hills-rains/article69914195.ece,0
Mangode Radhakrishnan re-elected CPI Thiruvananthapuram district secretary,Mangode Radhakrishnan re-elected CPI Thiruvananthapuram district secretary ,https://www.thehindu.com/news/national/kerala/mangode-radhakrishnan-re-elected-cpi-thiruvananthapuram-district-secretary/article69914342.ece,0
"Bengalureans overcome with ‘nostalgia’ as India Post discontinues Registered Post, one of its oldest services","Bengalureans overcome with ‘nostalgia’ as India Post discontinues Registered Post, one of its oldest services Registered Post, one of the oldest services of India Post, has long been a reliable source of communication related to court, governance, submission of college applications, personal letters, etc. due to its addressee-specific delivery system",https://www.thehindu.com/news/national/karnataka/bengalureans-overcome-with-nostalgia-as-india-post-discontinues-registered-post-one-of-its-oldest-services/article69913647.ece,0
PM Modi to open Yellow Line of Bengaluru’s Namma Metro,PM Modi to open Yellow Line of Bengaluru’s Namma Metro PM Modi will also flag off a Vande Bharat train between Bengaluru and Belagavi,https://www.thehindu.com/news/national/karnataka/pm-to-open-yellow-line-of-namma-metro-today/article69914449.ece,0
Four metro stations in Bengaluru to be closed for 2 hours on Sunday,Four metro stations in Bengaluru to be closed for 2 hours on Sunday ,https://www.thehindu.com/news/national/karnataka/four-metro-stations-in-bengaluru-to-be-closed-for-2-hours-on-sunday/article69914645.ece,0
SEP Commission opposes foreign universities setting up campuses in Karnataka,"SEP Commission opposes foreign universities setting up campuses in Karnataka State Education Policy (SEP) Commission chairman Sukhadeo Thorat told The Hindu that the commission in its report submitted to Chief Minister Siddaramaiah on Friday, had opposed allowing foreign universities directly setting up their campuses in Karnataka.",https://www.thehindu.com/news/cities/bangalore/sep-commission-opposes-foreign-universities-setting-up-campuses-in-karnataka/article69914132.ece,0
Rain throws a dampener on festive rush,Rain throws a dampener on festive rush ,https://www.thehindu.com/news/cities/Hyderabad/rain-throws-a-dampener-on-festive-rush/article69914614.ece,0
"No name will be deleted without notice, says ECI on Bihar SIR","No name will be deleted without notice, says ECI on Bihar SIR The poll body told the Supreme Court that it would adhere to the principles of natural justice by giving voters facing deletion a “reasonable opportunity of being heard and furnishing relevant documents”",https://www.thehindu.com/news/national/no-name-will-be-deleted-without-notice-says-eci-on-bihar-sir/article69914550.ece,0
"CPI district conference makes an unvarnished stock taking of the party, government and LDF","CPI district conference makes an unvarnished stock taking of the party, government and LDF ",https://www.thehindu.com/news/national/kerala/cpi-district-conference-makes-an-unvarnished-stock-taking-of-the-party-government-and-ldf/article69914604.ece,0
ECI again asks Rahul Gandhi to submit evidence of irregularity in Karnataka Assembly election under oath,"ECI again asks Rahul Gandhi to submit evidence of irregularity in Karnataka Assembly election under oath The Congress leader has claimed 1,00,250 ‘fake votes’ were created in the Mahadevapura Assembly seat in Bengaluru to ensure a win for the BJP",https://www.thehindu.com/news/national/eci-again-asks-rahul-gandhi-to-submit-evidence-of-irregularity-in-karnataka-assembly-election-under-oath/article69914528.ece,0
"In Gurez Valley, a lone man is archiving the Dard-Shin story","In Gurez Valley, a lone man is archiving the Dard-Shin story For the past three years, Basheer Ahmad Teroo has been collecting vestiges of his community’s culture – items that he has begun storing and displaying at his home in Dawar town",https://www.thehindu.com/news/national/in-gurez-valley-a-lone-man-is-archiving-the-dard-shin-story/article69913891.ece,0
"A.P.’s second rank in IJR a remarkable milestone, says Naidu","A.P.’s second rank in IJR a remarkable milestone, says Naidu ",https://www.thehindu.com/news/national/andhra-pradesh/aps-second-rank-in-ijr-a-remarkable-milestone-says-naidu/article69914491.ece,0
Why Maoists are on the wane in the once-dreaded Red Corridor,"Why Maoists are on the wane in the once-dreaded Red Corridor Maoists prioritised military preparedness and ideological indoctrination over any tangible development in the regions they controlled, and the very communities which they claimed to be championing suffered",https://www.thehindu.com/news/national/why-maoists-are-on-the-wane-in-the-once-dreaded-red-corridor/article69914276.ece,0
Kerala marks golden jubilee of State Scheduled Tribes Development department,"Kerala marks golden jubilee of State Scheduled Tribes Development department A separate department was formed for the welfare of tribal communities in the State 50 years ago, the Chief Minister says",https://www.thehindu.com/news/national/kerala/kerala-marks-golden-jubilee-of-state-scheduled-tribes-development-department/article69914409.ece,0
"Political parties say they have filed many claims and objections after Bihar draft roll, though ECI lists zero complaints","Political parties say they have filed many claims and objections after Bihar draft roll, though ECI lists zero complaints Opposition party BLAs say they have filed multiple complaints on plain paper, counter-signed by poll officials; ECI is allegedly pushing those deleted from draft rolls to instead fill Form 6, meant for new voters",https://www.thehindu.com/elections/bihar-assembly/political-parties-say-they-have-filed-many-claims-and-objections-after-bihar-draft-roll-though-eci-lists-zero-complaints/article69914135.ece,0
"Independence of judiciary crucial to survival of democracy, says judge","Independence of judiciary crucial to survival of democracy, says judge ",https://www.thehindu.com/news/national/kerala/independence-of-judiciary-crucial-to-survival-of-democracy-says-judge/article69913855.ece,0
Man booked after his car rams 14 two-wheelers parked at a cafe in Kochi,Man booked after his car rams 14 two-wheelers parked at a cafe in Kochi ,https://www.thehindu.com/news/national/kerala/man-booked-for-drunk-driving-after-his-car-rams-14-two-wheelers-parked-at-a-cafe-in-kochi/article69913003.ece,0
TGSRTC to soon meet IT industry heads to encourage use of buses,TGSRTC to soon meet IT industry heads to encourage use of buses ,https://www.thehindu.com/news/national/telangana/tgsrtc-to-soon-meet-it-industry-heads-to-encourage-use-of-buses/article69905685.ece,0
"Four years late, Bengaluru metro’s Yellow Line ready to roll","Four years late, Bengaluru metro’s Yellow Line ready to roll The project was initially scheduled for completion by December 2021 but was plagued by a series of setbacks, including delays in land acquisition, the COVID-19 pandemic, and hold-ups in rolling stock supply from the Chinese manufacturer CRRC Nanjing",https://www.thehindu.com/news/cities/bangalore/eight-years-late-bengaluru-metros-yellow-line-ready-to-run/article69910569.ece,0
MakeMyTrip launches AI-enabled travel agent Myra,MakeMyTrip launches AI-enabled travel agent Myra ,https://www.thehindu.com/news/national/makemytrip-launches-ai-enabled-travel-agent-myra/article69914090.ece,0
Four Bangladeshi men held after armed robbery attempt in Meghalaya,"Four Bangladeshi men held after armed robbery attempt in Meghalaya The incident happened at a border village in the South West Khasi Hills district; Police, BSF launch search for five others from cross-border gang",https://www.thehindu.com/news/national/meghalaya/four-bangladeshi-men-held-after-armed-robbery-attempt-in-meghalaya/article69914220.ece,0
